ticket_number,article,quantity,unit_price,timestamp
287986,TRADITIONAL BAGUETTE,1,1.3,26/09/22 10:54
287986,BANETTINE,1,0.7,26/09/22 10:54
287987,BRIOCHE,1,6,26/09/22 10:56
287987,TRADITIONAL BAGUETTE,2,1.3,26/09/22 10:56
287988,BANETTE,1,1.15,26/09/22 10:58
287989,BAGUETTE,1,1,26/09/22 10:59
287989,DEMI BAGUETTE,1,0.5,26/09/22 10:59
287990,TRADITIONAL BAGUETTE,2,1.3,26/09/22 11:04
287991,DEMI BAGUETTE,1,0.5,26/09/22 11:05
287992,BAGUETTE,1,1,26/09/22 11:06
287993,BOULE 200G,1,1.2,26/09/22 11:07
287993,COUPE,1,0.15,26/09/22 11:07
287994,TRADITIONAL BAGUETTE,2,1.3,26/09/22 11:07
287995,BAGUETTE,1,1,26/09/22 11:09
287996,BANETTE,1,1.15,26/09/22 11:10
287996,DEMI BAGUETTE,1,0.5,26/09/22 11:10
287997,BANETTE,1,1.15,26/09/22 11:11
287998,TARTELETTE,1,2.2,26/09/22 11:13
287998,SPECIAL BREAD,1,2.6,26/09/22 11:13
287998,FRAMBOISIER,1,3.5,26/09/22 11:13
287999,TRADITIONAL BAGUETTE,2,1.3,26/09/22 11:21
288000,TRADITIONAL BAGUETTE,1,1.3,26/09/22 11:24
288001,TRADITIONAL BAGUETTE,4,1.3,26/09/22 11:26
288002,BANETTE,1,1.15,26/09/22 11:27
288003,TRADITIONAL BAGUETTE,1,1.3,26/09/22 11:28
288003,PLAT 7.60E,1,7.6,26/09/22 11:28
288004,BAGUETTE,1,1,26/09/22 11:28
288005,FLAN,1,2.2,26/09/22 11:32
288005,CROISSANT AMANDES,1,1.6,26/09/22 11:32
288006,COMPLET,1,1.9,26/09/22 11:33
288006,GD FAR BRETON,1,7.5,26/09/22 11:33
288006,COUPE,1,0.15,26/09/22 11:33
288007,TRADITIONAL BAGUETTE,2,1.3,26/09/22 11:34
288008,TRADITIONAL BAGUETTE,1,1.3,26/09/22 11:35
288009,TRADITIONAL BAGUETTE,2,1.3,26/09/22 11:35
288010,TRADITIONAL BAGUETTE,2,1.3,26/09/22 11:36
288010,CEREAL BAGUETTE,2,1.35,26/09/22 11:36
288011,SAND JB EMMENTAL,1,4,26/09/22 11:37
288011,BAGUETTE,1,1,26/09/22 11:37
288012,TRADITIONAL BAGUETTE,1,1.3,26/09/22 11:38
288013,BANETTE,4,1.15,26/09/22 11:38
288014,TRADITIONAL BAGUETTE,1,1.3,26/09/22 11:41
288014,FICELLE,1,0.7,26/09/22 11:41
288015,TRADITIONAL BAGUETTE,1,1.3,26/09/22 11:41
288016,SPECIAL BREAD,1,2.6,26/09/22 11:43
288016,COUPE,1,0.15,26/09/22 11:43
288017,TRADITIONAL BAGUETTE,1,1.3,26/09/22 11:44
288018,FORMULE SANDWICH,1,7,26/09/22 11:45
288018,TRAITEUR,1,9.1,26/09/22 11:45
288018,BANETTINE,1,0.7,26/09/22 11:45
288019,TRADITIONAL BAGUETTE,1,1.3,26/09/22 11:46
288020,BANETTE,1,1.15,26/09/22 11:46
288021,BAGUETTE,1,1,26/09/22 11:48
288022,FLAN ABRICOT,2,2.3,26/09/22 11:49
288024,TRADITIONAL BAGUETTE,1,1.3,26/09/22 11:50
288024,SPECIAL BREAD,1,2.6,26/09/22 11:50
288025,TRADITIONAL BAGUETTE,1,1.3,26/09/22 11:50
288026,FLAN ABRICOT,2,2.3,26/09/22 11:50
288026,NOIX JAPONAISE,1,2.3,26/09/22 11:50
288026,TRADITIONAL BAGUETTE,2,1.3,26/09/22 11:50
288026,BRIOCHE,1,6,26/09/22 11:50
288027,PLAT 7.60E,3,7.6,26/09/22 11:53
288028,BANETTE,1,1.15,26/09/22 11:54
288028,PAIN AU CHOCOLAT,2,1.3,26/09/22 11:54
288028,TRADITIONAL BAGUETTE,1,1.3,26/09/22 11:54
288029,TRADITIONAL BAGUETTE,1,1.3,26/09/22 11:55
288030,TRADITIONAL BAGUETTE,1,1.3,26/09/22 11:55
288031,FORMULE SANDWICH,1,7,26/09/22 11:56
288032,BANETTE,1,1.15,26/09/22 11:57
288033,BANETTE,1,1.15,26/09/22 11:57
288033,TRAITEUR,1,9.1,26/09/22 11:57
288034,FORMULE SANDWICH,1,7,26/09/22 11:59
288035,TRADITIONAL BAGUETTE,1,1.3,26/09/22 11:59
288036,COUPE,1,0.15,26/09/22 12:00
288036,BOULE 400G,1,1.7,26/09/22 12:00
288037,CEREAL BAGUETTE,1,1.35,26/09/22 12:01
288038,TRADITIONAL BAGUETTE,1,1.3,26/09/22 12:02
288039,BAGUETTE,1,1,26/09/22 12:02
288040,BOISSON 33CL,1,1.5,26/09/22 12:07
288040,SANDWICH COMPLET,1,5,26/09/22 12:07
288040,BAGUETTE,1,1,26/09/22 12:07
288041,TRADITIONAL BAGUETTE,1,1.3,26/09/22 12:08
288042,CROISSANT AMANDES,2,1.6,26/09/22 12:10
288042,TRADITIONAL BAGUETTE,1,1.3,26/09/22 12:10
288043,MACARON,6,1,26/09/22 12:14
288044,TRADITIONAL BAGUETTE,1,1.3,26/09/22 12:14
288045,FORMULE SANDWICH,1,7,26/09/22 12:16
288046,TRADITIONAL BAGUETTE,1,1.3,26/09/22 12:16
288047,TRADITIONAL BAGUETTE,1,1.3,26/09/22 12:19
288048,MOISSON,1,2.2,26/09/22 12:21
288048,BANETTE,1,1.15,26/09/22 12:21
288048,COUPE,1,0.15,26/09/22 12:21
288049,TRADITIONAL BAGUETTE,1,1.3,26/09/22 12:27
288049,SPECIAL BREAD,1,2.6,26/09/22 12:27
288050,TRADITIONAL BAGUETTE,1,1.3,26/09/22 12:28
288051,FORMULE SANDWICH,1,7,26/09/22 12:30
288052,SAND JB EMMENTAL,1,4,26/09/22 12:32
288052,TRAITEUR,1,9.1,26/09/22 12:32
288053,FORMULE SANDWICH,1,7,26/09/22 12:34
288054,TRADITIONAL BAGUETTE,1,1.3,26/09/22 12:34
288055,TRADITIONAL BAGUETTE,2,1.3,26/09/22 12:34
288056,SANDWICH COMPLET,2,5,26/09/22 12:35
288056,PAIN AU CHOCOLAT,1,1.3,26/09/22 12:35
288057,TRADITIONAL BAGUETTE,2,1.3,26/09/22 12:36
288058,TRADITIONAL BAGUETTE,1,1.3,26/09/22 12:37
288059,TRAITEUR,1,9.1,26/09/22 12:38
288060,TRAITEUR,1,9.1,26/09/22 12:39
288062,TRADITIONAL BAGUETTE,2,1.3,26/09/22 12:43
288064,CEREAL BAGUETTE,1,1.35,26/09/22 12:47
288064,QUIM BREAD,1,1.2,26/09/22 12:47
288065,PAIN,1,1.3,26/09/22 12:48
288066,BOULE 200G,1,1.2,26/09/22 12:49
288066,CEREAL BAGUETTE,1,1.35,26/09/22 12:49
288066,COUPE,1,0.15,26/09/22 12:49
288067,PAIN BANETTE,1,1.6,26/09/22 12:49
288068,TRAITEUR,1,9.1,26/09/22 12:52
288070,MACARON,2,1,26/09/22 16:09
288070,PAIN AU CHOCOLAT,2,1.3,26/09/22 16:09
288070,BAGUETTE,1,1,26/09/22 16:09
288070,CROISSANT,3,1.2,26/09/22 16:09
288071,MOISSON,1,2.2,26/09/22 16:19
288072,TRADITIONAL BAGUETTE,1,1.3,26/09/22 16:23
288073,TRADITIONAL BAGUETTE,1,1.3,26/09/22 16:27
288074,TRADITIONAL BAGUETTE,2,1.3,26/09/22 16:30
288075,TRADITIONAL BAGUETTE,1,1.3,26/09/22 16:32
288076,TRADITIONAL BAGUETTE,3,1.3,26/09/22 16:46
288077,TRADITIONAL BAGUETTE,1,1.3,26/09/22 16:56
288078,MOISSON,1,2.2,26/09/22 16:57
288078,COUPE,1,0.15,26/09/22 16:57
288079,TARTELETTE,1,2.2,26/09/22 17:00
288080,MOISSON,1,2.2,26/09/22 17:04
288080,TRADITIONAL BAGUETTE,1,1.3,26/09/22 17:04
288081,TRADITIONAL BAGUETTE,1,1.3,26/09/22 17:06
288081,COUPE,1,0.15,26/09/22 17:06
288081,SPECIAL BREAD,1,2.6,26/09/22 17:06
288082,TARTELETTE,1,2.2,26/09/22 17:08
288083,COUPE,1,0.15,26/09/22 17:12
288083,MOISSON,1,2.2,26/09/22 17:12
288084,DIVERS VIENNOISERIE,1,6,26/09/22 17:13
288084,TRADITIONAL BAGUETTE,4,1.3,26/09/22 17:13
288085,DIVERS VIENNOISERIE,1,6,26/09/22 17:20
288085,TRADITIONAL BAGUETTE,1,1.3,26/09/22 17:20
288086,TRADITIONAL BAGUETTE,2,1.3,26/09/22 17:21
288087,TRADITIONAL BAGUETTE,2,1.3,26/09/22 17:42
288088,TRADITIONAL BAGUETTE,1,1.3,26/09/22 17:42
288089,QUIM BREAD,3,1.2,26/09/22 17:44
288089,TRADITIONAL BAGUETTE,1,1.3,26/09/22 17:44
288090,TRADITIONAL BAGUETTE,2,1.3,26/09/22 17:45
288091,TRADITIONAL BAGUETTE,1,1.3,26/09/22 17:46
288092,TRADITIONAL BAGUETTE,1,1.3,26/09/22 17:50
288093,SEIGLE,1,2,26/09/22 17:55
288093,COUPE,1,0.15,26/09/22 17:55
288094,CEREAL BAGUETTE,1,1.35,26/09/22 17:56
288095,TRADITIONAL BAGUETTE,1,1.3,26/09/22 17:59
288096,CEREAL BAGUETTE,1,1.35,26/09/22 18:03
288096,BAGUETTE,1,1,26/09/22 18:03
288097,SPECIAL BREAD,1,2.6,26/09/22 18:04
288097,BRIOCHE,1,6,26/09/22 18:04
288098,TRADITIONAL BAGUETTE,1,1.3,26/09/22 18:08
288098,CROISSANT,1,1.2,26/09/22 18:08
288099,TRADITIONAL BAGUETTE,4,1.3,26/09/22 18:13
288100,BOULE POLKA,1,1.8,26/09/22 18:18
288101,TRADITIONAL BAGUETTE,3,1.3,26/09/22 18:26
288102,TRADITIONAL BAGUETTE,2,1.3,26/09/22 18:29
288104,TRADITIONAL BAGUETTE,1,1.3,26/09/22 18:42
288105,BOULE 200G,1,1.2,26/09/22 18:49
288106,TRADITIONAL BAGUETTE,1,1.3,26/09/22 18:55
288107,COUPE,1,0.15,27/09/22 7:36
288107,PAIN AU CHOCOLAT,1,1.3,27/09/22 7:36
288107,CROISSANT,2,1.2,27/09/22 7:36
288107,BOULE POLKA,1,1.8,27/09/22 7:36
288107,BANETTE,2,1.15,27/09/22 7:36
288108,TRADITIONAL BAGUETTE,2,1.3,27/09/22 7:37
288109,CROISSANT AMANDES,2,1.6,27/09/22 7:37
288110,PAIN AU CHOCOLAT,5,1.3,27/09/22 7:43
288111,PAIN AU CHOCOLAT,2,1.3,27/09/22 7:44
288112,PAIN AU CHOCOLAT,2,1.3,27/09/22 7:48
288113,CROISSANT,1,1.2,27/09/22 7:49
288113,PAIN AUX RAISINS,1,1.6,27/09/22 7:49
288114,CROISSANT,2,1.2,27/09/22 7:51
288114,CEREAL BAGUETTE,1,1.35,27/09/22 7:51
288115,PAIN AU CHOCOLAT,1,1.3,27/09/22 7:52
288115,CROISSANT,1,1.2,27/09/22 7:52
288115,BAGUETTE,1,1,27/09/22 7:52
288115,KOUIGN AMANN,1,2.3,27/09/22 7:52
288116,TRADITIONAL BAGUETTE,2,1.3,27/09/22 7:53
288117,BANETTE,2,1.15,27/09/22 7:54
288117,CROISSANT,1,1.2,27/09/22 7:54
288118,TRADITIONAL BAGUETTE,2,1.3,27/09/22 8:00
288118,PAIN AU CHOCOLAT,4,1.3,27/09/22 8:00
288118,PAIN AUX RAISINS,2,1.6,27/09/22 8:00
288118,CROISSANT,4,1.2,27/09/22 8:00
288119,COOKIE,1,1.15,27/09/22 8:06
288119,PAIN AU CHOCOLAT,1,1.3,27/09/22 8:06
288120,BAGUETTE,4,1,27/09/22 8:08
288121,SPECIAL BREAD,2,2.6,27/09/22 8:12
288122,DEMI BAGUETTE,1,0.5,27/09/22 8:16
288122,CROISSANT,2,1.2,27/09/22 8:16
288123,PAIN AU CHOCOLAT,2,1.3,27/09/22 8:16
288124,FICELLE,1,0.7,27/09/22 8:18
288124,TRADITIONAL BAGUETTE,2,1.3,27/09/22 8:18
288125,TRADITIONAL BAGUETTE,1,1.3,27/09/22 8:19
288125,SACHET DE VIENNOISERIE,1,4,27/09/22 8:19
288126,TRADITIONAL BAGUETTE,2,1.3,27/09/22 8:24
288127,SPECIAL BREAD,1,2.6,27/09/22 8:34
288128,PAIN AU CHOCOLAT,1,1.3,27/09/22 8:38
288128,BAGUETTE,1,1,27/09/22 8:38
288129,TRADITIONAL BAGUETTE,1,1.3,27/09/22 8:39
288130,BAGUETTE,5,1,27/09/22 8:44
288131,BOULE 400G,1,1.7,27/09/22 8:45
288131,COUPE,1,0.15,27/09/22 8:45
288131,BRIOCHE,1,6,27/09/22 8:45
288132,BAGUETTE,1,1,27/09/22 8:45
288133,TRADITIONAL BAGUETTE,4,1.3,27/09/22 8:47
288134,BANETTE,2,1.15,27/09/22 8:48
288135,CAMPAGNE,1,2,27/09/22 8:49
288135,COUPE,1,0.15,27/09/22 8:49
288136,TARTELETTE,1,2.2,27/09/22 8:50
288136,BANETTE,1,1.15,27/09/22 8:50
288136,FICELLE,1,0.7,27/09/22 8:50
288137,BOULE 200G,1,1.2,27/09/22 8:51
288137,COUPE,1,0.15,27/09/22 8:51
288137,BOULE 400G,1,1.7,27/09/22 8:51
288138,BANETTE,1,1.15,27/09/22 8:56
288139,CROISSANT,2,1.2,27/09/22 9:01
288140,BAGUETTE,1,1,27/09/22 9:12
288141,BANETTINE,1,0.7,27/09/22 9:15
288141,SANDWICH COMPLET,1,5,27/09/22 9:15
288142,COUPE,1,0.15,27/09/22 9:16
288142,COMPLET,1,1.9,27/09/22 9:16
288142,TRADITIONAL BAGUETTE,1,1.3,27/09/22 9:16
288143,COMPLET,1,1.9,27/09/22 9:18
288143,COUPE,2,0.15,27/09/22 9:18
288143,BOULE 200G,2,1.2,27/09/22 9:18
288144,TRADITIONAL BAGUETTE,2,1.3,27/09/22 9:21
288145,CROISSANT,3,1.2,27/09/22 9:24
288146,BANETTE,1,1.15,27/09/22 9:25
288147,TRADITIONAL BAGUETTE,2,1.3,27/09/22 9:27
288148,BAGUETTE,1,1,27/09/22 9:28
288149,BANETTE,1,1.15,27/09/22 9:32
288149,BANETTINE,1,0.7,27/09/22 9:32
288150,SANDWICH COMPLET,2,5,27/09/22 9:32
288151,BANETTE,1,1.15,27/09/22 9:34
288152,TRADITIONAL BAGUETTE,2,1.3,27/09/22 9:36
288153,TRADITIONAL BAGUETTE,1,1.3,27/09/22 9:37
288154,TRADITIONAL BAGUETTE,2,1.3,27/09/22 9:41
288155,TRADITIONAL BAGUETTE,1,1.3,27/09/22 9:45
288156,TRADITIONAL BAGUETTE,1,1.3,27/09/22 9:45
288157,TRADITIONAL BAGUETTE,2,1.3,27/09/22 9:49
288158,COUPE,1,0.15,27/09/22 9:50
288158,TRADITIONAL BAGUETTE,1,1.3,27/09/22 9:50
288158,SPECIAL BREAD,1,2.6,27/09/22 9:50
288159,BAGUETTE,1,1,27/09/22 9:51
288160,TRADITIONAL BAGUETTE,1,1.3,27/09/22 9:53
288161,SANDWICH COMPLET,1,5,27/09/22 9:56
288162,COUPE,1,0.15,27/09/22 9:57
288162,BOULE 200G,1,1.2,27/09/22 9:57
288163,BAGUETTE,1,1,27/09/22 10:00
288164,BANETTINE,1,0.7,27/09/22 10:02
288165,TRADITIONAL BAGUETTE,1,1.3,27/09/22 10:04
288166,COMPLET,1,1.9,27/09/22 10:07
288166,BAGUETTE,3,1,27/09/22 10:07
288167,SPECIAL BREAD,1,2.6,27/09/22 10:11
288167,COUPE,1,0.15,27/09/22 10:11
288167,FLAN ABRICOT,2,2.3,27/09/22 10:11
288167,BANETTE,2,1.15,27/09/22 10:11
288168,BANETTE,1,1.15,27/09/22 10:12
288169,BOULE 200G,1,1.2,27/09/22 10:12
288170,FORMULE SANDWICH,1,7,27/09/22 10:13
288171,BANETTE,1,1.15,27/09/22 10:14
288172,TRADITIONAL BAGUETTE,1,1.3,27/09/22 10:14
288173,QUIM BREAD,3,1.2,27/09/22 10:15
288174,MILLES FEUILLES,1,2.5,27/09/22 10:19
288174,TRADITIONAL BAGUETTE,1,1.3,27/09/22 10:19
288175,MOISSON,1,2.2,27/09/22 10:20
288175,TRADITIONAL BAGUETTE,1,1.3,27/09/22 10:20
288175,COUPE,1,0.15,27/09/22 10:20
288176,PAIN BANETTE,1,1.6,27/09/22 10:22
288177,BANETTE,5,1.15,27/09/22 10:23
288178,BANETTE,1,1.15,27/09/22 10:28
288179,SAND JB EMMENTAL,1,4,27/09/22 10:28
288180,BAGUETTE,1,1,27/09/22 10:32
288181,COUPE,1,0.15,27/09/22 10:33
288181,BOULE 400G,1,1.7,27/09/22 10:33
288181,BAGUETTE,1,1,27/09/22 10:33
288182,TRADITIONAL BAGUETTE,1,1.3,27/09/22 10:34
288183,TRADITIONAL BAGUETTE,2,1.3,27/09/22 10:34
288184,TRADITIONAL BAGUETTE,1,1.3,27/09/22 10:34
288184,MOISSON,1,2.2,27/09/22 10:34
288185,PAIN BANETTE,1,1.6,27/09/22 10:36
288185,ECLAIR,1,2.2,27/09/22 10:36
288186,BANETTE,2,1.15,27/09/22 10:37
288187,BANETTE,2,1.15,27/09/22 10:38
288188,TRADITIONAL BAGUETTE,4,1.3,27/09/22 10:38
288189,TRADITIONAL BAGUETTE,1,1.3,27/09/22 10:42
288189,PAIN AUX RAISINS,1,1.6,27/09/22 10:42
288190,BANETTE,1,1.15,27/09/22 10:45
288191,TRADITIONAL BAGUETTE,1,1.3,27/09/22 10:49
288192,BOULE 400G,1,1.7,27/09/22 10:51
288192,COUPE,1,0.15,27/09/22 10:51
288193,TRADITIONAL BAGUETTE,1,1.3,27/09/22 10:54
288194,TRADITIONAL BAGUETTE,1,1.3,27/09/22 10:54
288195,BANETTE,1,1.15,27/09/22 10:55
288196,TRADITIONAL BAGUETTE,5,1.3,27/09/22 10:56
288196,FLAN ABRICOT,2,2.3,27/09/22 10:56
288197,BOULE 400G,1,1.7,27/09/22 10:58
288197,MOISSON,1,2.2,27/09/22 10:58
288198,BANETTE,1,1.15,27/09/22 10:59
288199,COUPE,1,0.15,27/09/22 11:01
288199,BOULE 200G,1,1.2,27/09/22 11:01
288200,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:02
288201,COMPLET,1,1.9,27/09/22 11:02
288201,COUPE,1,0.15,27/09/22 11:02
288202,SAND JB EMMENTAL,1,4,27/09/22 11:03
288203,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:03
288204,SPECIAL BREAD,1,2.6,27/09/22 11:05
288204,COUPE,1,0.15,27/09/22 11:05
288205,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:06
288206,TRADITIONAL BAGUETTE,2,1.3,27/09/22 11:07
288207,BANETTE,1,1.15,27/09/22 11:09
288208,BAGUETTE,1,1,27/09/22 11:10
288209,PAIN BANETTE,1,1.6,27/09/22 11:11
288210,TRADITIONAL BAGUETTE,2,1.3,27/09/22 11:11
288211,PAIN CHOCO AMANDES,1,1.7,27/09/22 11:12
288212,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:13
288213,SPECIAL BREAD,1,2.6,27/09/22 11:13
288214,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:13
288215,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:19
288216,TRADITIONAL BAGUETTE,2,1.3,27/09/22 11:20
288217,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:20
288218,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:21
288219,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:22
288220,COUPE,1,0.15,27/09/22 11:26
288220,SPECIAL BREAD,1,2.6,27/09/22 11:26
288221,PLAT 7.60E,1,7.6,27/09/22 11:27
288221,BAGUETTE,1,1,27/09/22 11:27
288222,BANETTE,1,1.15,27/09/22 11:32
288223,COUPE,1,0.15,27/09/22 11:35
288223,CAMPAGNE,1,2,27/09/22 11:35
288224,COUPE,1,0.15,27/09/22 11:36
288224,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:36
288224,BOULE 200G,1,1.2,27/09/22 11:36
288225,TRADITIONAL BAGUETTE,2,1.3,27/09/22 11:37
288226,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:37
288227,FICELLE,1,0.7,27/09/22 11:40
288227,BANETTINE,1,0.7,27/09/22 11:40
288228,BAGUETTE,2,1,27/09/22 11:41
288229,TRADITIONAL BAGUETTE,2,1.3,27/09/22 11:42
288230,CHAUSSON AUX POMMES,1,1.6,27/09/22 11:43
288230,SANDWICH COMPLET,1,5,27/09/22 11:43
288231,BAGUETTE,1,1,27/09/22 11:45
288232,TRADITIONAL BAGUETTE,2,1.3,27/09/22 11:47
288233,SPECIAL BREAD KG,1,5.2,27/09/22 11:48
288234,FORMULE SANDWICH,1,7,27/09/22 11:49
288235,FORMULE SANDWICH,1,7,27/09/22 11:50
288236,TRAITEUR,2,9.1,27/09/22 11:51
288237,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:52
288237,CAMPAGNE,1,2,27/09/22 11:52
288238,PAIN BANETTE,1,1.6,27/09/22 11:52
288239,FORMULE SANDWICH,1,7,27/09/22 11:54
288240,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:54
288241,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:54
288242,TRAITEUR,1,9.1,27/09/22 11:56
288242,TRAITEUR,1,9.8,27/09/22 11:56
288243,SANDWICH COMPLET,1,5,27/09/22 11:57
288244,CAFE OU EAU,1,1,27/09/22 11:57
288244,SANDWICH COMPLET,1,5,27/09/22 11:57
288244,SAND JB EMMENTAL,1,4,27/09/22 11:57
288245,TRADITIONAL BAGUETTE,1,1.3,27/09/22 11:59
288246,TRADITIONAL BAGUETTE,1,1.3,27/09/22 12:01
288247,TRADITIONAL BAGUETTE,1,1.3,27/09/22 12:01
288248,ECLAIR,1,2.2,27/09/22 12:02
288248,TRADITIONAL BAGUETTE,1,1.3,27/09/22 12:02
288249,TRADITIONAL BAGUETTE,2,1.3,27/09/22 12:03
288250,FORMULE SANDWICH,1,7,27/09/22 12:04
288251,FORMULE SANDWICH,1,7,27/09/22 12:08
288252,BOISSON 33CL,1,1.5,27/09/22 12:08
288252,SAND JB EMMENTAL,1,4,27/09/22 12:08
288253,FORMULE SANDWICH,1,7,27/09/22 12:10
288254,TRADITIONAL BAGUETTE,1,1.3,27/09/22 12:10
288255,SANDWICH COMPLET,1,5,27/09/22 12:10
288256,TRADITIONAL BAGUETTE,1,1.3,27/09/22 12:11
288257,FICELLE,1,0.7,27/09/22 12:11
288258,TRADITIONAL BAGUETTE,1,1.3,27/09/22 12:11
288259,TRADITIONAL BAGUETTE,1,1.3,27/09/22 12:11
288260,BAGUETTE,1,1,27/09/22 12:14
288261,TRADITIONAL BAGUETTE,1,1.3,27/09/22 12:14
288262,COUPE,1,0.15,27/09/22 12:19
288262,CAMPAGNE,1,2,27/09/22 12:19
288263,GD FAR BRETON,1,7.5,27/09/22 12:20
288263,TRADITIONAL BAGUETTE,2,1.3,27/09/22 12:20
288263,ECLAIR,1,2.2,27/09/22 12:20
288264,TRADITIONAL BAGUETTE,1,1.3,27/09/22 12:21
288266,TARTELETTE,1,2.2,27/09/22 12:30
288267,BAGUETTE,2,1,27/09/22 12:31
288268,BAGUETTE,1,1,27/09/22 12:33
288269,TRADITIONAL BAGUETTE,1,1.3,27/09/22 12:34
288270,FORMULE SANDWICH,2,7,27/09/22 12:35
288271,BAGUETTE,1,1,27/09/22 12:36
288272,TRADITIONAL BAGUETTE,6,1.3,27/09/22 12:40
288273,TARTELETTE,1,2.2,27/09/22 12:41
288273,ECLAIR,1,2.2,27/09/22 12:41
288273,SANDWICH COMPLET,2,5,27/09/22 12:41
288273,TRADITIONAL BAGUETTE,1,1.3,27/09/22 12:41
288274,TRADITIONAL BAGUETTE,2,1.3,27/09/22 12:48
288275,FORMULE SANDWICH,1,7,27/09/22 12:48
288276,FORMULE SANDWICH,1,7,27/09/22 12:49
288277,FORMULE SANDWICH,1,7,27/09/22 12:52
288278,TRADITIONAL BAGUETTE,2,1.3,27/09/22 12:53
288279,FORMULE SANDWICH,1,7,27/09/22 12:56
288280,BOISSON 33CL,1,1.5,27/09/22 12:56
288282,TRADITIONAL BAGUETTE,1,1.3,27/09/22 16:04
288283,TRADITIONAL BAGUETTE,2,1.3,27/09/22 16:09
288284,TRADITIONAL BAGUETTE,2,1.3,27/09/22 16:09
288285,TRADITIONAL BAGUETTE,1,1.3,27/09/22 16:12
288286,CROISSANT,1,1.2,27/09/22 16:14
288287,BAGUETTE,1,1,27/09/22 16:16
288288,TRADITIONAL BAGUETTE,3,1.3,27/09/22 16:18
288288,PAIN CHOCO AMANDES,1,1.7,27/09/22 16:18
288289,BAGUETTE,1,1,27/09/22 16:34
288290,CEREAL BAGUETTE,1,1.35,27/09/22 16:35
288291,COUPE,1,0.15,27/09/22 16:40
288291,MOISSON,1,2.2,27/09/22 16:40
288291,COOKIE,2,1.15,27/09/22 16:40
288292,TRADITIONAL BAGUETTE,2,1.3,27/09/22 16:44
288293,CROISSANT AMANDES,1,1.6,27/09/22 16:45
288293,PAIN CHOCO AMANDES,1,1.7,27/09/22 16:45
288294,TRADITIONAL BAGUETTE,1,1.3,27/09/22 17:06
288295,TRADITIONAL BAGUETTE,2,1.3,27/09/22 17:06
288296,TRADITIONAL BAGUETTE,2,1.3,27/09/22 17:09
288296,PAIN AU CHOCOLAT,3,1.3,27/09/22 17:09
288297,COUPE,1,0.15,27/09/22 17:13
288297,TRADITIONAL BAGUETTE,1,1.3,27/09/22 17:13
288297,TRADITIONAL BAGUETTE,1,1.3,27/09/22 17:13
288298,CROISSANT,2,1.2,27/09/22 17:19
288298,COOKIE,1,1.15,27/09/22 17:19
288298,TRADITIONAL BAGUETTE,3,1.3,27/09/22 17:19
288299,TRADITIONAL BAGUETTE,1,1.3,27/09/22 17:19
288300,TRADITIONAL BAGUETTE,1,1.3,27/09/22 17:24
288301,TRADITIONAL BAGUETTE,1,1.3,27/09/22 17:30
288302,TRADITIONAL BAGUETTE,1,1.3,27/09/22 17:34
288303,TARTELETTE,1,2.2,27/09/22 17:37
288303,PARIS BREST,1,2.2,27/09/22 17:37
288303,TRADITIONAL BAGUETTE,1,1.3,27/09/22 17:37
288304,COUPE,1,0.15,27/09/22 17:39
288304,SEIGLE,1,2,27/09/22 17:39
288304,DIVERS VIENNOISERIE,1,6,27/09/22 17:39
288305,TRADITIONAL BAGUETTE,1,1.3,27/09/22 17:41
288306,TRADITIONAL BAGUETTE,1,1.3,27/09/22 17:42
288307,TRADITIONAL BAGUETTE,1,1.3,27/09/22 17:47
288308,TRADITIONAL BAGUETTE,1,1.3,27/09/22 17:49
288309,MOISSON,1,2.2,27/09/22 17:57
288309,COUPE,1,0.15,27/09/22 17:57
288310,CROISSANT,4,1.2,27/09/22 18:00
288311,GD FAR BRETON,1,7.5,27/09/22 18:02
288311,CEREAL BAGUETTE,3,1.35,27/09/22 18:02
288311,COUPE,2,0.15,27/09/22 18:02
288311,BRIOCHE,1,6,27/09/22 18:02
288311,TRADITIONAL BAGUETTE,1,1.3,27/09/22 18:02
288311,BOULE 400G,2,1.7,27/09/22 18:02
288312,GD FAR BRETON,-1,7.5,27/09/22 18:03
288312,BRIOCHE,-1,6,27/09/22 18:03
288312,BOULE 400G,-2,1.7,27/09/22 18:03
288312,COUPE,-2,0.15,27/09/22 18:03
288312,TRADITIONAL BAGUETTE,-1,1.3,27/09/22 18:03
288312,CEREAL BAGUETTE,-3,1.35,27/09/22 18:03
288313,BOULE 400G,2,1.7,27/09/22 18:03
288313,COUPE,2,0.15,27/09/22 18:03
288313,DIVERS CONFISERIE,1,3,27/09/22 18:03
