ticket_number,article,quantity,unit_price,timestamp
284557,PAIN AU CHOCOLAT,2,1.3,08/09/22 8:52
284558,TRADITIONAL BAGUETTE,2,1.3,08/09/22 8:53
284559,TRADITIONAL BAGUETTE,1,1.3,08/09/22 9:00
284560,BAGUETTE,1,1,08/09/22 9:00
284561,BAGUETTE,1,1,08/09/22 9:04
284562,PAIN AU CHOCOLAT,3,1.3,08/09/22 9:09
284563,PAIN AU CHOCOLAT,1,1.3,08/09/22 9:15
284563,BAGUETTE,1,1,08/09/22 9:15
284564,MACARON,2,1,08/09/22 9:19
284564,BANETTE,2,1.15,08/09/22 9:19
284565,BANETTE,2,1.15,08/09/22 9:20
284565,BOULE 400G,1,1.7,08/09/22 9:20
284565,COUPE,1,0.15,08/09/22 9:20
284566,BOULE 200G,1,1.2,08/09/22 9:23
284566,FICELLE,1,0.7,08/09/22 9:23
284566,COUPE,1,0.15,08/09/22 9:23
284567,TRADITIONAL BAGUETTE,2,1.3,08/09/22 9:27
284567,CROISSANT,2,1.2,08/09/22 9:27
284568,TRADITIONAL BAGUETTE,1,1.3,08/09/22 9:35
284569,TRADITIONAL BAGUETTE,1,1.3,08/09/22 9:35
284570,TRADITIONAL BAGUETTE,1,1.3,08/09/22 9:36
284571,PAIN BANETTE,1,1.6,08/09/22 9:36
284572,TRADITIONAL BAGUETTE,1,1.3,08/09/22 9:40
284573,BANETTE,5,1.15,08/09/22 9:47
284573,CROISSANT,2,1.2,08/09/22 9:47
284574,SAND JB EMMENTAL,1,4,08/09/22 9:52
284574,FORMULE SANDWICH,1,7,08/09/22 9:52
284575,TRADITIONAL BAGUETTE,2,1.3,08/09/22 9:53
284576,TRADITIONAL BAGUETTE,1,1.3,08/09/22 9:53
284577,PAIN,5,1.3,08/09/22 9:54
284578,COMPLET,1,1.9,08/09/22 9:59
284578,TRADITIONAL BAGUETTE,2,1.3,08/09/22 9:59
284578,PAIN AUX RAISINS,1,1.6,08/09/22 9:59
284579,BANETTE,1,1.15,08/09/22 9:59
284580,CROISSANT,2,1.2,08/09/22 10:00
284581,TRADITIONAL BAGUETTE,1,1.3,08/09/22 10:02
284582,BAGUETTE,1,1,08/09/22 10:03
284583,COOKIE,2,1.15,08/09/22 10:04
284583,TRADITIONAL BAGUETTE,1,1.3,08/09/22 10:04
284584,PAIN AU CHOCOLAT,1,1.3,08/09/22 10:06
284585,TRADITIONAL BAGUETTE,1,1.3,08/09/22 10:08
284586,TRADITIONAL BAGUETTE,1,1.3,08/09/22 10:08
284587,COUPE,1,0.15,08/09/22 10:10
284587,SPECIAL BREAD,1,2.6,08/09/22 10:10
284588,BAGUETTE,1,1,08/09/22 10:11
284589,TRADITIONAL BAGUETTE,1,1.3,08/09/22 10:14
284590,BANETTE,1,1.15,08/09/22 10:15
284591,CROISSANT,3,1.2,08/09/22 10:18
284591,PAIN AU CHOCOLAT,3,1.3,08/09/22 10:18
284592,TRADITIONAL BAGUETTE,1,1.3,08/09/22 10:19
284593,TRADITIONAL BAGUETTE,1,1.3,08/09/22 10:19
284594,TRADITIONAL BAGUETTE,1,1.3,08/09/22 10:24
284594,PLAT 7.00,1,7,08/09/22 10:24
284595,BAGUETTE,1,1,08/09/22 10:26
284596,TRADITIONAL BAGUETTE,10,1.3,08/09/22 10:28
284597,TRADITIONAL BAGUETTE,2,1.3,08/09/22 10:34
284598,TRADITIONAL BAGUETTE,2,1.3,08/09/22 10:35
284599,QUIM BREAD,1,1.2,08/09/22 10:36
284599,CROISSANT AMANDES,1,1.6,08/09/22 10:36
284599,BANETTE,1,1.15,08/09/22 10:36
284600,TRADITIONAL BAGUETTE,3,1.3,08/09/22 10:38
284601,TRADITIONAL BAGUETTE,1,1.3,08/09/22 10:39
284602,TRADITIONAL BAGUETTE,1,1.3,08/09/22 10:40
284602,PAIN AUX RAISINS,2,1.6,08/09/22 10:40
284603,TRADITIONAL BAGUETTE,1,1.3,08/09/22 10:41
284604,TRADITIONAL BAGUETTE,2,1.3,08/09/22 10:42
284605,PAIN BANETTE,1,1.6,08/09/22 10:44
284606,BOULE 400G,2,1.7,08/09/22 10:48
284607,COMPLET,1,1.9,08/09/22 10:53
284607,TRADITIONAL BAGUETTE,1,1.3,08/09/22 10:53
284608,TRADITIONAL BAGUETTE,1,1.3,08/09/22 10:53
284609,BANETTE,2,1.15,08/09/22 10:55
284609,FLAN ABRICOT,2,2.3,08/09/22 10:55
284609,TARTELETTE,2,2.2,08/09/22 10:55
284610,FICELLE,1,0.7,08/09/22 10:56
284610,TRADITIONAL BAGUETTE,1,1.3,08/09/22 10:56
284611,BANETTINE,1,0.7,08/09/22 10:56
284612,TRADITIONAL BAGUETTE,2,1.3,08/09/22 11:03
284612,GRAND FAR BRETON,1,7.5,08/09/22 11:03
284613,FLAN,1,2.2,08/09/22 11:05
284613,FLAN ABRICOT,1,2.3,08/09/22 11:05
284613,MILLES FEUILLES,2,2.5,08/09/22 11:05
284614,CEREAL BAGUETTE,1,1.35,08/09/22 11:06
284614,KOUIGN AMANN,8,2.3,08/09/22 11:06
284615,TRADITIONAL BAGUETTE,2,1.3,08/09/22 11:07
284616,PAIN AU CHOCOLAT,1,1.3,08/09/22 11:14
284616,TRADITIONAL BAGUETTE,1,1.3,08/09/22 11:14
284617,SPECIAL BREAD KG,1,5.2,08/09/22 11:15
284618,BOULE 400G,1,1.7,08/09/22 11:16
284618,BANETTE,1,1.15,08/09/22 11:16
284618,COUPE,1,0.15,08/09/22 11:16
284619,COUPE,1,0.15,08/09/22 11:17
284619,SPECIAL BREAD,1,2.6,08/09/22 11:17
284619,BANETTE,1,1.15,08/09/22 11:17
284620,TRADITIONAL BAGUETTE,1,1.3,08/09/22 11:21
284621,TRADITIONAL BAGUETTE,1,1.3,08/09/22 11:22
284622,TRADITIONAL BAGUETTE,1,1.3,08/09/22 11:23
284622,SPECIAL BREAD,1,2.6,08/09/22 11:23
284623,TRADITIONAL BAGUETTE,2,1.3,08/09/22 11:25
284624,TRADITIONAL BAGUETTE,1,1.3,08/09/22 11:26
284625,TRADITIONAL BAGUETTE,1,1.3,08/09/22 11:28
284626,CAFE OU EAU,1,1,08/09/22 11:28
284627,CEREAL BAGUETTE,1,1.35,08/09/22 11:30
284628,FORMULE SANDWICH,1,7,08/09/22 11:33
284628,PAIN AU CHOCOLAT,1,1.3,08/09/22 11:33
284628,CROISSANT,1,1.2,08/09/22 11:33
284629,CROISSANT,2,1.2,08/09/22 11:33
284629,BANETTINE,1,0.7,08/09/22 11:33
284630,BAGUETTE,1,1,08/09/22 11:35
284631,TRADITIONAL BAGUETTE,2,1.3,08/09/22 11:39
284631,PAIN AU CHOCOLAT,2,1.3,08/09/22 11:39
284631,CROISSANT,2,1.2,08/09/22 11:39
284632,BANETTE,2,1.15,08/09/22 11:40
284633,TRADITIONAL BAGUETTE,1,1.3,08/09/22 11:40
284634,COUPE,1,0.15,08/09/22 11:41
284634,BOULE 200G,1,1.2,08/09/22 11:41
284635,BANETTE,1,1.15,08/09/22 11:42
284636,TRADITIONAL BAGUETTE,1,1.3,08/09/22 11:42
284637,PLAT 7.60E,2,7.6,08/09/22 11:43
284637,TRADITIONAL BAGUETTE,1,1.3,08/09/22 11:43
284638,BANETTE,1,1.15,08/09/22 11:47
284639,DEMI BAGUETTE,1,0.5,08/09/22 11:51
284640,DEMI BAGUETTE,1,0.5,08/09/22 11:53
284640,BANETTE,1,1.15,08/09/22 11:53
284641,BANETTE,1,1.15,08/09/22 11:54
284642,TRADITIONAL BAGUETTE,1,1.3,08/09/22 11:54
284643,FLAN,1,2.2,08/09/22 11:55
284643,COOKIE,1,1.15,08/09/22 11:55
284644,PAIN BANETTE,1,1.6,08/09/22 11:59
284645,TRADITIONAL BAGUETTE,1,1.3,08/09/22 12:01
284646,BANETTE,3,1.15,08/09/22 12:03
284647,COUPE,1,0.15,08/09/22 12:05
284647,TRADITIONAL BAGUETTE,1,1.3,08/09/22 12:05
284647,CAMPAGNE,1,2,08/09/22 12:05
284648,FORMULE SANDWICH,1,7,08/09/22 12:06
284649,TRADITIONAL BAGUETTE,2,1.3,08/09/22 12:07
284650,TRADITIONAL BAGUETTE,2,1.3,08/09/22 12:09
284650,FORMULE SANDWICH,2,7,08/09/22 12:09
284651,TRADITIONAL BAGUETTE,1,1.3,08/09/22 12:10
284652,FORMULE SANDWICH,2,7,08/09/22 12:12
284653,PAIN BANETTE,1,1.6,08/09/22 12:16
284654,TRADITIONAL BAGUETTE,2,1.3,08/09/22 12:18
284654,TARTELETTE,2,2.2,08/09/22 12:18
284655,FORMULE SANDWICH,1,7,08/09/22 12:24
284656,TRADITIONAL BAGUETTE,1,1.3,08/09/22 12:29
284657,SAND JB EMMENTAL,1,4,08/09/22 12:30
284658,SANDWICH COMPLET,1,5,08/09/22 12:32
284659,BAGUETTE,1,1,08/09/22 12:32
284660,CAMPAGNE,1,2,08/09/22 12:36
284660,COUPE,1,0.15,08/09/22 12:36
284662,TRADITIONAL BAGUETTE,1,1.3,08/09/22 12:41
284663,FORMULE SANDWICH,1,7,08/09/22 12:42
284663,BAGUETTE,1,1,08/09/22 12:42
284664,TRADITIONAL BAGUETTE,1,1.3,08/09/22 12:48
284664,FORMULE SANDWICH,1,7,08/09/22 12:48
284666,GRAND FAR BRETON,1,7.5,08/09/22 12:53
284666,FLAN ABRICOT,1,2.3,08/09/22 12:53
284667,SPECIAL BREAD,1,2.6,08/09/22 12:54
284667,COUPE,1,0.15,08/09/22 12:54
284668,MILLES FEUILLES,1,2.5,08/09/22 12:55
284668,FICELLE,2,0.7,08/09/22 12:55
284670,CROISSANT AMANDES,1,1.6,08/09/22 16:01
284670,MILLES FEUILLES,1,2.5,08/09/22 16:01
284670,BANETTE,1,1.15,08/09/22 16:01
284671,BAGUETTE,2,1,08/09/22 16:05
284672,BAGUETTE,1,1,08/09/22 16:10
284673,COOKIE,4,1.15,08/09/22 16:26
284674,TRADITIONAL BAGUETTE,1,1.3,08/09/22 16:27
284675,PAIN AU CHOCOLAT,4,1.3,08/09/22 16:31
284676,BOULE 200G,1,1.2,08/09/22 16:36
284676,COUPE,1,0.15,08/09/22 16:36
284677,TRADITIONAL BAGUETTE,1,1.3,08/09/22 16:52
284678,PALET BRETON,1,1.2,08/09/22 16:54
284678,MOISSON,1,2.2,08/09/22 16:54
284678,COUPE,1,0.15,08/09/22 16:54
284679,COMPLET,1,1.9,08/09/22 16:57
284679,COUPE,1,0.15,08/09/22 16:57
284680,COMPLET,1,1.9,08/09/22 17:06
284681,BOULE 400G,1,1.7,08/09/22 17:08
284681,COUPE,1,0.15,08/09/22 17:08
284682,BAGUETTE,1,1,08/09/22 17:12
284683,PARIS BREST,1,2.2,08/09/22 17:17
284683,CARAMEL NOIX,1,2.4,08/09/22 17:17
284684,TRADITIONAL BAGUETTE,1,1.3,08/09/22 17:31
284684,CROISSANT AMANDES,2,1.6,08/09/22 17:31
284685,DIVERS CONFISERIE,1,3,08/09/22 17:34
284685,ECLAIR,1,2.2,08/09/22 17:34
284685,PAIN AU CHOCOLAT,1,1.3,08/09/22 17:34
284685,CARAMEL NOIX,1,2.4,08/09/22 17:34
284685,CHAUSSON AUX POMMES,1,1.6,08/09/22 17:34
284685,GRAND FAR BRETON,1,7.5,08/09/22 17:34
284685,CROISSANT,1,1.2,08/09/22 17:34
284686,TRADITIONAL BAGUETTE,1,1.3,08/09/22 17:36
284687,COUPE,1,0.15,08/09/22 17:37
284687,BOULE 200G,1,1.2,08/09/22 17:37
284688,TRADITIONAL BAGUETTE,1,1.3,08/09/22 17:38
284689,CARAMEL NOIX,1,2.4,08/09/22 17:45
284689,ECLAIR,4,2.2,08/09/22 17:45
284689,PT NANTAIS,1,3.5,08/09/22 17:45
284689,TRADITIONAL BAGUETTE,3,1.3,08/09/22 17:45
284690,TRADITIONAL BAGUETTE,2,1.3,08/09/22 17:51
284691,BANETTINE,1,0.7,08/09/22 17:52
284692,TRADITIONAL BAGUETTE,1,1.3,08/09/22 17:59
284693,TRADITIONAL BAGUETTE,1,1.3,08/09/22 17:59
284694,TRADITIONAL BAGUETTE,1,1.3,08/09/22 18:03
284695,BANETTE,1,1.15,08/09/22 18:05
284696,FICELLE,1,0.7,08/09/22 18:10
284696,CROISSANT,2,1.2,08/09/22 18:10
284697,TRADITIONAL BAGUETTE,1,1.3,08/09/22 18:14
284697,COUPE,1,0.15,08/09/22 18:14
284697,COMPLET,1,1.9,08/09/22 18:14
284698,12 MACARON,1,10,08/09/22 18:19
284699,PALET BRETON,2,1.2,08/09/22 18:20
284699,MILLES FEUILLES,1,2.5,08/09/22 18:20
284699,SABLE F  P,1,1.6,08/09/22 18:20
284700,COUPE,1,0.15,08/09/22 18:21
284700,BOULE 200G,1,1.2,08/09/22 18:21
284701,TRADITIONAL BAGUETTE,1,1.3,08/09/22 18:22
284702,CAMPAGNE,1,2,08/09/22 18:32
284702,COUPE,1,0.15,08/09/22 18:32
284702,TRADITIONAL BAGUETTE,1,1.3,08/09/22 18:32
284703,TRADITIONAL BAGUETTE,1,1.3,08/09/22 18:33
284704,BAGUETTE,1,1,08/09/22 18:34
284704,SABLE F  P,1,1.6,08/09/22 18:34
284705,TRADITIONAL BAGUETTE,1,1.3,08/09/22 18:36
284705,BAGUETTE,1,1,08/09/22 18:36
284706,PAIN AU CHOCOLAT,1,1.3,08/09/22 18:37
284706,CEREAL BAGUETTE,2,1.35,08/09/22 18:37
284707,TRADITIONAL BAGUETTE,2,1.3,08/09/22 18:55
284708,SEIGLE,2,2,08/09/22 18:57
284708,TRADITIONAL BAGUETTE,2,1.3,08/09/22 18:57
284710,PAIN AU CHOCOLAT,4,1.3,09/09/22 7:37
284711,CROISSANT,2,1.2,09/09/22 7:38
284712,BAGUETTE,2,1,09/09/22 7:41
284713,PAIN CHOCO AMANDES,2,1.7,09/09/22 7:43
284713,TRADITIONAL BAGUETTE,2,1.3,09/09/22 7:43
284714,CROISSANT,2,1.2,09/09/22 7:49
284714,PAIN AU CHOCOLAT,2,1.3,09/09/22 7:49
284715,SABLE F  P,1,1.6,09/09/22 7:57
284715,CROISSANT,2,1.2,09/09/22 7:57
284715,CROISSANT AMANDES,1,1.6,09/09/22 7:57
284716,CROISSANT,8,1.2,09/09/22 7:59
284716,PAIN AU CHOCOLAT,8,1.3,09/09/22 7:59
284717,TRADITIONAL BAGUETTE,1,1.3,09/09/22 8:01
284717,CROISSANT,1,1.2,09/09/22 8:01
284718,COUPE,1,0.15,09/09/22 8:05
284718,COMPLET,1,1.9,09/09/22 8:05
284718,BANETTE,2,1.15,09/09/22 8:05
284718,COUPE,1,0.15,09/09/22 8:05
284718,BAGUETTE,2,1,09/09/22 8:05
284718,CAMPAGNE,1,2,09/09/22 8:05
284719,BAGUETTE,3,1,09/09/22 8:06
284720,FICELLE,1,0.7,09/09/22 8:09
284720,DEMI BAGUETTE,1,0.5,09/09/22 8:09
284721,ROYAL 6P,1,21,09/09/22 8:16
284721,ROYAL 4P,1,14,09/09/22 8:16
284721,DIVERS PATISSERIE,1,30,09/09/22 8:16
284722,TRADITIONAL BAGUETTE,2,1.3,09/09/22 8:17
284723,PAIN AU CHOCOLAT,1,1.3,09/09/22 8:20
284723,BANETTINE,1,0.7,09/09/22 8:20
284723,CROISSANT,1,1.2,09/09/22 8:20
284724,CROISSANT,1,1.2,09/09/22 8:21
284724,CROISSANT AMANDES,1,1.6,09/09/22 8:21
284725,TRADITIONAL BAGUETTE,3,1.3,09/09/22 8:21
284726,TRADITIONAL BAGUETTE,6,1.3,09/09/22 8:23
284726,CROISSANT,6,1.2,09/09/22 8:23
284727,BANETTINE,1,0.7,09/09/22 8:24
284727,CROISSANT,1,1.2,09/09/22 8:24
284727,PAIN AUX RAISINS,1,1.6,09/09/22 8:24
284728,TRADITIONAL BAGUETTE,2,1.3,09/09/22 8:27
284729,CAFE OU EAU,1,1,09/09/22 8:27
284730,SPECIAL BREAD,1,2.6,09/09/22 8:30
284730,COUPE,1,0.15,09/09/22 8:30
284731,PAIN BANETTE,1,1.6,09/09/22 8:30
284732,CROISSANT,4,1.2,09/09/22 8:34
284732,FICELLE,2,0.7,09/09/22 8:34
284732,CEREAL BAGUETTE,2,1.35,09/09/22 8:34
284732,GRAND FAR BRETON,1,7.5,09/09/22 8:34
284732,PAIN AU CHOCOLAT,4,1.3,09/09/22 8:34
284733,CROISSANT,2,1.2,09/09/22 8:36
284733,PAIN AU CHOCOLAT,2,1.3,09/09/22 8:36
284734,PAIN AU CHOCOLAT,2,1.3,09/09/22 8:37
284734,TRADITIONAL BAGUETTE,1,1.3,09/09/22 8:37
284735,PAIN AU CHOCOLAT,5,1.3,09/09/22 8:38
284736,CAMPAGNE,1,2,09/09/22 8:39
284736,COUPE,1,0.15,09/09/22 8:39
284737,BAGUETTE,1,1,09/09/22 8:40
284737,PAIN AU CHOCOLAT,1,1.3,09/09/22 8:40
284737,QUIM BREAD,1,1.2,09/09/22 8:40
284738,TRADITIONAL BAGUETTE,1,1.3,09/09/22 8:42
284739,TRADITIONAL BAGUETTE,1,1.3,09/09/22 8:46
284740,BANETTE,2,1.15,09/09/22 8:50
284741,TRADITIONAL BAGUETTE,2,1.3,09/09/22 8:57
284741,SABLE F  P,2,1.6,09/09/22 8:57
284742,CROISSANT,2,1.2,09/09/22 9:05
284743,BOULE 400G,2,1.7,09/09/22 9:11
284744,PAIN AU CHOCOLAT,1,1.3,09/09/22 9:16
284744,BOULE 400G,1,1.7,09/09/22 9:16
284745,BOULE 200G,1,1.2,09/09/22 9:17
284746,BANETTE,1,1.15,09/09/22 9:19
284747,CEREAL BAGUETTE,2,1.35,09/09/22 9:23
284748,BAGUETTE,1,1,09/09/22 9:36
284749,TRADITIONAL BAGUETTE,1,1.3,09/09/22 9:37
284750,TRADITIONAL BAGUETTE,2,1.3,09/09/22 9:42
284751,SEIGLE,1,2,09/09/22 9:46
284751,COUPE,1,0.15,09/09/22 9:46
284752,SPECIAL BREAD,1,2.6,09/09/22 9:58
284752,COUPE,1,0.15,09/09/22 9:58
284752,TRADITIONAL BAGUETTE,3,1.3,09/09/22 9:58
284753,TRADITIONAL BAGUETTE,1,1.3,09/09/22 10:00
284754,COUPE,1,0.15,09/09/22 10:01
284754,BOULE 200G,1,1.2,09/09/22 10:01
284754,GRAND FAR BRETON,1,7.5,09/09/22 10:01
284754,KOUIGN AMANN,1,2.3,09/09/22 10:01
284755,BAGUETTE,1,1,09/09/22 10:02
284756,TRADITIONAL BAGUETTE,1,1.3,09/09/22 10:03
284757,QUIM BREAD,2,1.2,09/09/22 10:06
284758,PAIN BANETTE,1,1.6,09/09/22 10:08
284759,CROISSANT AMANDES,1,1.6,09/09/22 10:18
284759,CROISSANT,1,1.2,09/09/22 10:18
284759,PAIN AU CHOCOLAT,2,1.3,09/09/22 10:18
284759,BAGUETTE,1,1,09/09/22 10:18
284760,PAIN AUX RAISINS,1,1.6,09/09/22 10:24
284760,CROISSANT AMANDES,2,1.6,09/09/22 10:24
284760,PAIN AU CHOCOLAT,2,1.3,09/09/22 10:24
284760,TRADITIONAL BAGUETTE,1,1.3,09/09/22 10:24
284761,BANETTE,1,1.15,09/09/22 10:26
284762,SEIGLE,1,2,09/09/22 10:27
284762,TRADITIONAL BAGUETTE,1,1.3,09/09/22 10:27
284762,COUPE,1,0.15,09/09/22 10:27
284763,SPECIAL BREAD,1,2.6,09/09/22 10:29
284763,PAIN AUX RAISINS,1,1.6,09/09/22 10:29
284763,PAIN AU CHOCOLAT,1,1.3,09/09/22 10:29
284763,COUPE,1,0.15,09/09/22 10:29
284764,TRADITIONAL BAGUETTE,1,1.3,09/09/22 10:33
284765,BRIOCHE,1,6,09/09/22 10:36
284765,TARTELETTE,2,2.2,09/09/22 10:36
284765,TRADITIONAL BAGUETTE,4,1.3,09/09/22 10:36
284766,BAGUETTE,1,1,09/09/22 10:37
284766,TRADITIONAL BAGUETTE,1,1.3,09/09/22 10:37
284767,TRADITIONAL BAGUETTE,2,1.3,09/09/22 10:40
284767,PAIN AUX RAISINS,1,1.6,09/09/22 10:40
284767,COUPE,1,0.15,09/09/22 10:40
284767,PAIN AU CHOCOLAT,1,1.3,09/09/22 10:40
284767,VIK BREAD,1,2.7,09/09/22 10:40
284768,BANETTE,1,1.15,09/09/22 10:40
284769,TRADITIONAL BAGUETTE,2,1.3,09/09/22 10:41
284770,TRADITIONAL BAGUETTE,3,1.3,09/09/22 10:41
284771,TRADITIONAL BAGUETTE,1,1.3,09/09/22 10:42
284772,TRADITIONAL BAGUETTE,2,1.3,09/09/22 10:42
284773,COUPE,1,0.15,09/09/22 10:44
284773,TRADITIONAL BAGUETTE,2,1.3,09/09/22 10:44
284773,BOULE 200G,1,1.2,09/09/22 10:44
284774,PAIN BANETTE,1,1.6,09/09/22 10:46
284774,TRADITIONAL BAGUETTE,1,1.3,09/09/22 10:46
284775,SANDWICH COMPLET,1,5,09/09/22 10:47
284775,TRADITIONAL BAGUETTE,1,1.3,09/09/22 10:47
284776,BAGUETTE,1,1,09/09/22 10:50
284776,BOULE 200G,1,1.2,09/09/22 10:50
284776,COUPE,1,0.15,09/09/22 10:50
284777,TRADITIONAL BAGUETTE,1,1.3,09/09/22 10:56
284778,CAMPAGNE,1,2,09/09/22 10:57
284779,TRADITIONAL BAGUETTE,1,1.3,09/09/22 10:57
284780,SANDWICH COMPLET,1,5,09/09/22 11:00
284781,BANETTE,2,1.15,09/09/22 11:03
284782,TRADITIONAL BAGUETTE,1,1.3,09/09/22 11:03
284783,SPECIAL BREAD,1,2.6,09/09/22 11:04
284783,COUPE,1,0.15,09/09/22 11:04
284784,FORMULE SANDWICH,1,7,09/09/22 11:07
284785,TARTELETTE,7,2.2,09/09/22 11:11
284785,TRADITIONAL BAGUETTE,2,1.3,09/09/22 11:11
284786,FICELLE,1,0.7,09/09/22 11:12
284787,PAIN BANETTE,1,1.6,09/09/22 11:13
284788,BANETTINE,1,0.7,09/09/22 11:13
284789,BAGUETTE,1,1,09/09/22 11:15
284790,TRADITIONAL BAGUETTE,1,1.3,09/09/22 11:16
284791,TRADITIONAL BAGUETTE,1,1.3,09/09/22 11:16
284792,TRADITIONAL BAGUETTE,1,1.3,09/09/22 11:17
284793,BAGUETTE,2,1,09/09/22 11:19
284794,TRADITIONAL BAGUETTE,2,1.3,09/09/22 11:20
284795,TRADITIONAL BAGUETTE,1,1.3,09/09/22 11:24
284796,TRADITIONAL BAGUETTE,3,1.3,09/09/22 11:26
284797,TRADITIONAL BAGUETTE,1,1.3,09/09/22 11:34
284798,FLAN,1,2.2,09/09/22 11:34
284798,BOULE 200G,1,1.2,09/09/22 11:34
284799,FINANCIER X5,2,4,09/09/22 11:37
284800,VIK BREAD,1,2.7,09/09/22 11:39
284800,MOISSON,1,2.2,09/09/22 11:39
284800,COUPE,2,0.15,09/09/22 11:39
284800,BRIOCHE,1,6,09/09/22 11:39
284801,TRADITIONAL BAGUETTE,1,1.3,09/09/22 11:40
284801,BANETTINE,1,0.7,09/09/22 11:40
284802,COUPE,1,0.15,09/09/22 11:42
284802,VIK BREAD,1,2.7,09/09/22 11:42
284803,BAGUETTE,1,1,09/09/22 11:43
284804,TRADITIONAL BAGUETTE,2,1.3,09/09/22 11:44
284805,TRADITIONAL BAGUETTE,2,1.3,09/09/22 11:45
284806,BANETTE,1,1.15,09/09/22 11:45
284807,TRADITIONAL BAGUETTE,1,1.3,09/09/22 11:46
284808,TRADITIONAL BAGUETTE,1,1.3,09/09/22 11:48
284809,CEREAL BAGUETTE,1,1.35,09/09/22 11:49
284810,TRADITIONAL BAGUETTE,2,1.3,09/09/22 11:50
284811,VIK BREAD,1,2.7,09/09/22 11:52
284811,TRADITIONAL BAGUETTE,2,1.3,09/09/22 11:52
284811,COUPE,1,0.15,09/09/22 11:52
284812,TRADITIONAL BAGUETTE,1,1.3,09/09/22 11:53
284813,PARIS BREST,1,2.2,09/09/22 11:57
284813,TARTELETTE FRAISE,1,3.5,09/09/22 11:57
284813,BANETTE,1,1.15,09/09/22 11:57
284814,KOUIGN AMANN,1,2.3,09/09/22 11:58
284814,CEREAL BAGUETTE,1,1.35,09/09/22 11:58
284815,TRADITIONAL BAGUETTE,1,1.3,09/09/22 12:01
284816,TRADITIONAL BAGUETTE,2,1.3,09/09/22 12:02
284817,FORMULE SANDWICH,1,7,09/09/22 12:06
284818,TRADITIONAL BAGUETTE,3,1.3,09/09/22 12:07
284818,FINANCIER X5,1,4,09/09/22 12:07
284819,BANETTE,4,1.15,09/09/22 12:10
284820,ECLAIR,1,2.2,09/09/22 12:13
284820,TARTELETTE,1,2.2,09/09/22 12:13
284820,BOULE 400G,1,1.7,09/09/22 12:13
284821,PT NANTAIS,1,3.5,09/09/22 12:14
284822,TRADITIONAL BAGUETTE,1,1.3,09/09/22 12:14
284823,TRADITIONAL BAGUETTE,2,1.3,09/09/22 12:16
284824,PAIN BANETTE,1,1.6,09/09/22 12:16
284825,TRADITIONAL BAGUETTE,1,1.3,09/09/22 12:20
284825,PLAT 7.60E,1,7.6,09/09/22 12:20
284826,TRADITIONAL BAGUETTE,2,1.3,09/09/22 12:21
284827,KOUIGN AMANN,2,2.3,09/09/22 12:23
284827,TRADITIONAL BAGUETTE,1,1.3,09/09/22 12:23
284828,SAND JB EMMENTAL,1,4,09/09/22 12:26
284828,CROISSANT,2,1.2,09/09/22 12:26
284828,PAIN AU CHOCOLAT,1,1.3,09/09/22 12:26
284829,BANETTE,1,1.15,09/09/22 12:27
284829,BAGUETTE,1,1,09/09/22 12:27
284830,TRADITIONAL BAGUETTE,1,1.3,09/09/22 12:30
284831,BAGUETTE,1,1,09/09/22 12:34
284832,TRADITIONAL BAGUETTE,2,1.3,09/09/22 12:38
284833,BAGUETTE,1,1,09/09/22 12:40
284834,SAND JB EMMENTAL,1,4,09/09/22 12:40
284835,QUIM BREAD,1,1.2,09/09/22 12:47
284836,BAGUETTE,2,1,09/09/22 12:47
284837,CROISSANT AMANDES,1,1.6,09/09/22 12:49
284837,QUIM BREAD,1,1.2,09/09/22 12:49
284837,FORMULE SANDWICH,2,7,09/09/22 12:49
284838,BAGUETTE,1,1,09/09/22 12:50
284839,PAIN CHOCO AMANDES,2,1.7,09/09/22 12:52
284839,TRADITIONAL BAGUETTE,1,1.3,09/09/22 12:52
284841,BANETTE,1,1.15,09/09/22 12:58
284842,TRADITIONAL BAGUETTE,2,1.3,09/09/22 12:59
284844,VIK BREAD,1,2.7,09/09/22 16:01
284844,COUPE,1,0.15,09/09/22 16:01
284844,TRADITIONAL BAGUETTE,1,1.3,09/09/22 16:01
284844,GRAND FAR BRETON,1,7.5,09/09/22 16:01
284845,TRADITIONAL BAGUETTE,1,1.3,09/09/22 16:06
284846,BOULE 400G,1,1.7,09/09/22 16:10
284846,COUPE,1,0.15,09/09/22 16:10
284846,TRADITIONAL BAGUETTE,4,1.3,09/09/22 16:10
284846,BRIOCHE,1,6,09/09/22 16:10
284846,GRAND FAR BRETON,1,7.5,09/09/22 16:10
284848,VIK BREAD,1,2.7,09/09/22 16:14
284848,TRADITIONAL BAGUETTE,1,1.3,09/09/22 16:14
284849,COUPE,2,0.15,09/09/22 16:17
284849,VIK BREAD,2,2.7,09/09/22 16:17
284850,TRADITIONAL BAGUETTE,2,1.3,09/09/22 16:19
284851,COOKIE,1,1.15,09/09/22 16:21
284851,TRADITIONAL BAGUETTE,1,1.3,09/09/22 16:21
284851,PAIN CHOCO AMANDES,1,1.7,09/09/22 16:21
284852,COUPE,1,0.15,09/09/22 16:22
284852,COMPLET,1,1.9,09/09/22 16:22
284852,TRADITIONAL BAGUETTE,1,1.3,09/09/22 16:22
284853,SANDWICH COMPLET,1,5,09/09/22 16:23
